,meter,source,statement,context,tags,TRUE,mostly-true,half-true,barely-true,FALSE,pants-fire
641,fire,Facebook posts,Says Nancy Pelosi passed a bill awarding a $9 billion contract to her husband’s company.,a Facebook post,"['Criminal Justice', 'Missouri', 'Ann Wagner']",1,0,0,1,1,0
642,FALSE,Facebook posts,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing “nearly half your paycheck.”",a Facebook post,"['Criminal Justice', 'Missouri', 'Ann Wagner']",1,0,0,1,1,0
643,FALSE,Facebook posts,Clicking on this link in a text message lets sex traffickers track you.,a Facebook post,"['Criminal Justice', 'Missouri', 'Ann Wagner']",1,0,0,1,1,0
644,mostly-true,Rand Paul,"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”",a speech at the RNC,"['Iraq', 'Foreign Policy', 'Military', 'Rand Paul']",12,15,12,7,11,3
645,mostly-true,Joe Biden,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,an interview with ABC News,"['Iraq', 'Foreign Policy', 'Military', 'Rand Paul']",12,15,12,7,11,3
646,FALSE,Patricia McCloskey,Democrats and Joe Biden “want to abolish the suburbs altogether by ending single-family home zoning.”,a speech at the 2020 Republican National Convention,"['National', 'Housing', 'Race and Ethnicity', 'Missouri', 'Patricia McCloskey']",0,0,0,0,1,0
647,FALSE,Facebook posts,"Says Michelle Obama said, “Vote Democrat or the riots and violence will continue.”",a Facebook post,"['National', 'Housing', 'Race and Ethnicity', 'Missouri', 'Patricia McCloskey']",0,0,0,0,1,0
648,half-true,Duty and Honor,Sen. Steve Daines “voted to give billions in tax breaks to big drug companies even as they raised prices.”,a campaign ad,"['Drugs', 'Negative Campaigning', 'Duty and Honor']",0,0,1,0,0,0
649,FALSE,Nikki Haley,Says Joe Biden and Kamala Harris “want massive tax hikes on working families.”,a Republican convention speech,"['Drugs', 'Negative Campaigning', 'Duty and Honor']",0,0,1,0,0,0
650,FALSE,Facebook posts,"“Melania dug up the WH Rose Garden, removing roses from every First Lady since 1913.”",a Facebook post,"['Drugs', 'Negative Campaigning', 'Duty and Honor']",0,0,1,0,0,0
651,FALSE,Paul Junge,Says Rep. Elissa Slotkin “voted against condemning cyber attacks by the Chinese Communist Party on American organizations developing COVID-19 treatments.”,a Facebook post,"['Drugs', 'Negative Campaigning', 'Duty and Honor']",0,0,1,0,0,0
652,fire,Rush Limbaugh,"Says Joe Biden’s Democratic National Convention speech “had to be taped in segments, and the segments had to be edited together.”",a radio segment,"['Pundits', 'Facebook Fact-checks', 'PunditFact', 'Rush Limbaugh']",0,2,5,10,16,11
653,FALSE,Greg Gutfeld,“QAnon violence! There is none.”,a TV segment,"['Fake news', 'Crime', 'Pundits', 'PunditFact', 'Greg Gutfeld']",0,0,0,1,2,1
654,FALSE,George P. Bush,Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on “the same night the City of Austin voted to cut $150 million” from the police department.”,a tweet,"['City Budget', 'City Government', 'Crime', 'Texas', 'George P. Bush']",0,1,1,1,3,0
655,mostly-false,Michael Caputo,“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,a tweet,"['City Budget', 'City Government', 'Crime', 'Texas', 'George P. Bush']",0,1,1,1,3,0
656,FALSE,Facebook posts,"""In 3 months, Melania took 21 trips to NY, to get her hair done, at taxpayer cost of $675,000 or $32,143/trip.""",a Facebook post,"['City Budget', 'City Government', 'Crime', 'Texas', 'George P. Bush']",0,1,1,1,3,0
657,fire,Donald Trump,"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”","comments in Scranton, Pa.","['City Budget', 'City Government', 'Crime', 'Texas', 'George P. Bush']",0,1,1,1,3,0
658,mostly-true,Eugene DePasquale,Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,a tweet,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
659,mostly-false,Republican Party of Wisconsin,Kanye West’s access to Wisconsin’s ballot was “denied by liberals.”,News release,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
660,fire,Viral image,Photos show former President Barack Obama acting inappropriately with a child.,a Facebook post,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
661,mostly-false,Peggy Hubbard,“The DNC omitted ‘one nation under God’ from the Pledge of Allegiance.”,a Facebook post,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
662,FALSE,Viral image,Says this photo shows Joe Biden kissing and biting a child on the cheek.,a Facebook post,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
663,FALSE,Viral image,"Says Nancy Pelosi “wants to remove votes from soldiers overseas” and said, “They don’t even live here.”",a Facebook post,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
664,mostly-false,Facebook posts,“The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?”,a Facebook post,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
665,half-true,Viral image,“This USPS employee was caught taking down Trump signs. These people are also responsible for the mail in ballots they are pushing so hard.”,a Facebook post,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
666,FALSE,Donald Trump,"Says President Barack Obama “spied on my campaign, and got caught!”",a tweet,"['National', 'Medicare', 'Social Security', 'Pennsylvania', 'Eugene DePasquale']",0,1,0,0,0,0
667,mostly-false,America First,"Says Joe Biden told Americans, ‘If you elect me, your taxes are going to be raised, not cut.”",an ad,"['National', 'Taxes', 'Ad Watch', 'America First']",0,0,1,1,0,0
668,mostly-false,Chris Murphy,“At UNC 14% of students tested positive.”,a tweet,"['North Carolina', 'Coronavirus', 'Chris Murphy']",2,2,0,4,1,0
669,mostly-false,Robert Ortt,Says Gov. Andrew Cuomo and Democratic lawmakers are “granting free tuition to illegal immigrants while closing Excelsior Scholarship applications to citizen students.”,a news release,"['Immigration', 'Education', 'Robert Ortt']",0,0,0,1,0,0
670,mostly-true,Ron DeSantis,"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”",during a televised roundtable discussion on education,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
671,FALSE,Viral image,“Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to vote in-person.”,a Facebook post,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
672,FALSE,Facebook posts,"“Biden’s tax rate on a family making 75,000 dollars would go from 12% to 25%.”",a Facebook post,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
673,FALSE,Viral image,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",a post on Facebook,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
674,mostly-false,Donald Trump,Goodyear Tires “announced a BAN ON MAGA HATS…This is what the Radical Left Democrats do.”,a tweet,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
675,FALSE,Thom Tillis,“Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.”,a radio interview,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
676,mostly-true,Abigail Spanberger,"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”",a TV ad.,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
677,FALSE,Facebook posts,Says Kamala Harris inaccurately “claimed to be bussed in the 60’s due to segregation type issues.”,a Facebook post,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
678,FALSE,Facebook posts,Says Mike Pence “said he won’t debate Kamala Harris.”,a Facebook post,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
679,FALSE,Tommy Tuberville,"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.”",an interview,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
680,FALSE,Facebook posts,"Says Kamala Harris said, “I don’t like Joe Biden and do not like his history with certain people or who he’s aligned with, he’s trash to me.”",a Facebook post,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
681,half-true,Facebook posts,"Says Condoleezza Rice said, “If you are taught bitterness and anger, then you will believe you are a victim. You will feel aggrieved and the twin brother of aggrievement is entitlement. So now you think you are owed something and you don’t have to work for it and now you’re on a really bad road to nowhere because there are people who will play to that sense of victimhood, aggrievement and entitlement, and you still won’t have a job.”",,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
682,FALSE,Viral image,A coloring book that describes Joe Biden as “America’s Sexiest Moderate” is being marketed to children.,a Facebook post,"['Florida', 'Health Check', 'Coronavirus', 'Ron DeSantis']",1,5,4,3,3,1
683,mostly-true,Carol Miller,"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",a tweet,"['West Virginia', 'Drugs', 'Health Care', 'Coronavirus', 'Carol Miller']",0,2,0,0,0,0
684,mostly-true,Bill Clinton,The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,a Democratic convention speech,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
685,fire,Donald Trump Jr.,"“8% of the votes cast” in Michigan’s Aug. 4 primary, 864 mailed ballots, came from dead voters. “NOTHING TO SEE HERE!!!”",a tweet,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
686,FALSE,Viral image,A photo shows Kamala Harris is “listed as Caucasian on her birth certificate.”,a Facebook post,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
687,FALSE,Donald Trump,"The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.""",a speech,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
688,FALSE,Donald Trump,"“In California, Democrats have intentionally implemented rolling blackouts.”",a tweet,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
689,FALSE,Viral image,"Says Ben Shapiro tweeted, “The USPS is not only a bloated and outdate government agency, it is also ineffective and incompetent. It’s been 2 months since my wife went on a Hawaii vacation with her personal trainer; she said she would send me postcards every day and so far none of them have arrived.”",a Facebook post,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
690,FALSE,Donald Trump,"""Our (COVID-19) numbers are better than almost all countries.""",a campaign rally speech in Wisconsin,"['Corrections and Updates', 'Economy', 'Jobs', 'Coronavirus', 'Bill Clinton']",9,12,13,5,2,3
691,mostly-true,Really American,"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”",a tweeted video,"['Ad Watch', 'Really American']",0,1,0,0,0,0
692,FALSE,Facebook posts,"“As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.”",a post on Facebook,"['Ad Watch', 'Really American']",0,1,0,0,0,0
693,TRUE,Michelle Obama,"“In one of the states that determined the outcome” of the 2016 presidential race, “the winning margin averaged out to just two votes per precinct, two votes.”",a Democratic convention speech,"['Elections', 'Michigan', 'Michelle Obama']",4,4,1,0,2,0
694,half-true,Eva Longoria Baston,"""Social Security beneficiaries count on the post office to get their checks.”",the Democratic National Convention,"['Elections', 'Social Security', 'Eva Longoria Baston']",0,0,2,0,0,0
695,FALSE,Wisconsin Trump Victory,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",an email,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
696,fire,Facebook posts,Contractors hired by government officials to frame Donald Trump are “behind the fake news in mainstream media” and recent protests.,a Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
697,mostly-false,Kelly Loeffler,“Doug Collins repeatedly joined liberal Stacey Abrams to raise taxes...Kelly’s never voted for a tax increase — and never will.”,a campaign ad,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
698,half-true,Donald Trump,"“For the past three years, the state senator who represents Speaker Nancy Pelosi’s San Francisco, has led a push to abolish single-family zoning in California.”",a Wall Street Journal op-ed,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
699,FALSE,Facebook posts,"Says Kamala Harris said, “If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.”",a post on Facebook,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
700,FALSE,Facebook posts,Says a picture of stacked mailboxes is proof of voter suppression in Wisconsin,a Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
701,FALSE,National Republican Senatorial Committee,"“[Steve] Bullock’s health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.”",a campaign ad,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
702,FALSE,Viral image,Photo shows Barack Obama and George Clooney in a compromising situation with a child.,a Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
703,mostly-false,Donald Trump,“New York Mail-In voting is in a disastrous state of condition. Votes from many weeks ago are missing - a total mess. They have no idea what is going on. Rigged Election.”,a Tweet,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
704,FALSE,Facebook posts,“Kamala Harris refused to be sworn in using the Bible.”,a Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
705,half-true,Susan Collins,Says Sara Gideon’s husband’s law firm “took up to $2 million” from the same federal program she “falsely” attacked Susan Collins over.,a campaign ad,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
706,mostly-true,JB Pritzker,"When COVID-19 struck, the Illinois Department of Employment Security “was hit with something no one expected: 10 to 20 times the claims, even during the worst recession of my lifetime.”",remarks at a news conference,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
707,FALSE,Facebook posts,Says Kamala Harris wants to eliminate beef.,Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
708,mostly-false,Senate Majority PAC,"Says Susan Collins ""voted against accountability for opioid makers” and denied taking campaign money from a family who made its wealth selling OxyContin.",a TV ad,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
709,FALSE,Viral image,“Kamala Harris is the prosecutor who refused to charge the police in the murder of Oscar Grant!”,a Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
710,FALSE,Facebook posts,"Says Biden supports a school choice ban that would impact 74,000 Wisconsin students.",a Facebook post,"['National', 'Energy', 'Jobs', 'Wisconsin', 'Wisconsin Trump Victory']",0,0,0,0,1,0
711,FALSE,Gene Wu,Says in Texas the “average age of the Republican voter is like 20 years older than the average Democrat.”,an interview,"['Elections', 'Texas', 'Gene Wu']",0,0,0,0,2,0
712,mostly-false,Nancy Mace,Says Kamala Harris “advocated for restoring voting rights for the Boston bomber.”,a tweet,"['Elections', 'Texas', 'Gene Wu']",0,0,0,0,2,0
713,mostly-false,Mandela Barnes,"GOP-backed ""racist disenfrachisement"" led to only five polling places being open in Milwaukee for April 7 election.",a public forum,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
714,FALSE,Mike Pence,"The Trump administration “added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",an email,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
715,TRUE,National Republican Senatorial Committee,"Cal Cunningham ""voted for over $1 billion in new taxes.”",an ad,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
716,FALSE,Facebook posts,An Illinois couple who received five vote-by-mail applications can vote five times.,a Facebook post,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
717,mostly-false,Kamala Harris,"Says Donald Trump “just promised that if he wins reelection, he’ll gut Social Security and Medicare.”",an Instagram post,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
718,mostly-true,Ron Johnson,"“Depending on which study you look at, either 68% or 5 out of 6 individuals ... are making more on unemployment than they did on the job.”",a TV interview,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
719,half-true,Doug Jones,Says Tommy Tuberville “is for privatizing Social Security and cutting Medicare.”,a campaign ad,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
720,fire,Facebook posts,"Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.",a post on Facebook,"['Elections', 'Race and Ethnicity', 'Wisconsin', 'Mandela Barnes']",0,0,0,1,0,0
721,half-true,Paul Sperry,“DEVELOPING: Kamala’s sister takes hydroxychloroquine.”,a tweet,"['Candidate Biography', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Paul Sperry']",0,0,2,0,0,0
722,mostly-false,Tucker Carlson,"Says Kamala Harris ""said she believed that Joe Biden committed sexual assault against various women.”",a TV segment,"['Candidate Biography', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Paul Sperry']",0,0,2,0,0,0
723,FALSE,Donald Trump,“The Democrats don’t want to do anything having to do with protecting people from eviction.”,"press briefing in Bedminster, N.J.","['Candidate Biography', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Paul Sperry']",0,0,2,0,0,0
724,FALSE,Facebook posts,"The FBI raided a “Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine.”",a video,"['Candidate Biography', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Paul Sperry']",0,0,2,0,0,0
725,fire,Viral image,"Says Donald Trump tweeted, “WHO Thinks ‘Child Lifes Matter’ Should Be PAINTED In The STREETS OF HOLLYWOOD???”",a Facebook post,"['Candidate Biography', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Paul Sperry']",0,0,2,0,0,0
726,TRUE,Cory Booker,Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,an interview,"['National', 'New Jersey', 'Coronavirus', 'Cory Booker']",9,11,4,2,6,0
727,FALSE,Instagram posts,Says Kamala Harris called Joe Biden “a racist” during a Democratic presidential debate.,an Instagram post,"['National', 'New Jersey', 'Coronavirus', 'Cory Booker']",9,11,4,2,6,0
728,mostly-false,Social Security Works,"""Donald Trump says he will ‘terminate’ Social Security if re-elected.""",a Facebook post,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
729,fire,Facebook posts,Say Joe Biden is a pedophile.,Facebook posts,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
730,FALSE,Viral image,A graph shows the number of human trafficking arrests increased dramatically under President Donald Trump.,a Facebook post,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
731,mostly-false,Facebook posts,Says series of 11 photos are “from the 1918 flu pandemic.”,a post on Facebook,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
732,fire,Viral image,Photo shows “Kamala Harris’s parents.”,a Facebook post,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
733,mostly-true,Joe Biden,"Asked about asylum seekers in camps in Mexico, “This is the first time ever you've had to seek asylum in a third country.”",an interview with members of NAHJ and NABJ,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
734,mostly-true,TikTok posts,“Central Park actually used to be a town called Seneca Village” founded by African Americans in 1825.,on social media,"['National', 'Social Security', 'Facebook Fact-checks', 'Social Security Works']",0,0,0,1,0,0
735,mostly-true,Democratic Party of Wisconsin,“34% of Wisconsin renters are at risk of eviction.”,a tweet,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
736,FALSE,Facebook posts,"If Joe Biden can’t serve his full term, Kamala Harris “cannot by constitutional law become president.”",a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
737,mostly-true,Joe Biden,"“If the vaccine came out tomorrow, how in the heck would we get it to people? There is no game plan.”",an interview with journalism associations,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
738,FALSE,Viral image,"Says Ruth Bader Ginsburg said, “The age of consent for sexual acts must be lowered to age 12 years old.”",a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
739,fire,Facebook posts,Says Joe Biden owns a private island next to Jeffrey Epstein’s.,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
740,half-true,Facebook posts,"Trump’s plan “would suspend the 7.65% your employer matches. See? You will NOT get that, nor will your wage or salary increase by 7.65%”",a post on Facebook,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
741,half-true,Facebook posts,"“Let me splain how ‘no payroll taxes’ helps you, it doesn’t. It helps employers.”",in a post on Facebook,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
742,half-true,Facebook posts,“Killing the payroll tax means killing Social Security.”,a post on social media,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
743,FALSE,Facebook posts,President Donald Trump “put a hold on ALL EVICTIONS through December.”,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
744,FALSE,Instagram posts,"""Third party votes only siphon from (Democrats).”",an Instagram post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
745,FALSE,Viral image,Photos from the movie “Lilo & Stitch” support child sex-trafficking conspiracy theories.,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
746,FALSE,Allen West,Says the coronavirus has a “99.9% recovery rate” in Texas.,an interview,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
747,FALSE,Facebook posts,"Says ""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.”",a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
748,FALSE,Facebook posts,“Herd immunity has been reached.”,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
749,FALSE,Facebook posts,"Black Lives Matter ""injures 1000 police officers kills 36 people and does $8 billion in damage.""",a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
750,FALSE,Bloggers,Video shows missile attack in Beirut explosion.,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
751,mostly-true,Viral image,Photos show six fires around the world “in the last 24 hours.”,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
752,fire,Viral image,A photo showing Ellen DeGeneres with a girl is evidence of a child sex-trafficking conspiracy.,a Facebook post,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
753,FALSE,Facebook posts,"The Beirut explosion was linked to “human trafficking by HRC.""",an image,"['Economy', 'Housing', 'Jobs', 'Wisconsin', 'Democratic Party of Wisconsin']",2,3,2,7,7,7
754,half-true,Bryan Steil,“3.8% of Wisconsin’s coronavirus funding has been spent.”,a tweet,"['Federal Budget', 'Health Care', 'Wisconsin', 'Coronavirus', 'Bryan Steil']",0,0,1,1,0,0
755,FALSE,Viral image,Photo shows Bill Clinton among others not wearing a mask at John Lewis’ funeral.,a Facebook post,"['Federal Budget', 'Health Care', 'Wisconsin', 'Coronavirus', 'Bryan Steil']",0,0,1,1,0,0
756,fire,Viral image,“This man funds #ANTIFA. He is a real #NAZI. His name is George Soros.”,a Facebook post,"['Federal Budget', 'Health Care', 'Wisconsin', 'Coronavirus', 'Bryan Steil']",0,0,1,1,0,0
757,FALSE,Facebook posts,Scores of politicians and others are on a “list” of sex cases from newly unsealed Ghislaine Maxwell court documents.,a Facebook post,"['Federal Budget', 'Health Care', 'Wisconsin', 'Coronavirus', 'Bryan Steil']",0,0,1,1,0,0
758,half-true,Jeff Bezos,"“The retail market we participate in is extraordinarily large and competitive. Amazon accounts for less than 1% of the $25 trillion global retail market, and less than 4% of U.S. retail.”",a congressional hearing,"['Congress', 'Corporations', 'Corrections and Updates', 'Jeff Bezos']",0,0,1,0,0,0
759,mostly-false,Linda Sánchez,“The average cost of child care in this country is more than what it costs to send a child to college for one year.”,a press conference,"['Children', 'Education', 'California', 'Linda Sánchez']",0,0,0,1,0,0
760,TRUE,Instagram posts,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",a tweet,"['Children', 'Education', 'California', 'Linda Sánchez']",0,0,0,1,0,0
761,fire,Viral image,"Says Angela Merkel is the daughter of Adolf Hitler, Justin Trudeau is the son of Fidel Castro and Barbara Bush is the daughter of Aleister Crowley.",a Facebook post,"['Children', 'Education', 'California', 'Linda Sánchez']",0,0,0,1,0,0
762,mostly-false,Casey Askar,"“When Byron Donalds wanted a state job, he lied, claiming he wasn’t a felon despite convictions for drugs and felony theft.”",an ad,"['Candidate Biography', 'Florida', 'Casey Askar']",0,0,0,1,0,0
763,FALSE,Facebook posts,"“The Beirut bombing today was directly next to the Lebanon Central Bank, which is also owned by the most evil deep state family, the Rothschilds. There are no coincidences.”",a Facebook post,"['Candidate Biography', 'Florida', 'Casey Askar']",0,0,0,1,0,0
764,FALSE,Dean Knudson,"“CDC reports, but media silent on truth about April 7 Wisc election” not causing a spike in COVID-19 cases.",a tweet,"['Elections', 'Wisconsin', 'Dean Knudson']",0,0,0,0,1,0
